x1,x2,label
0.359840,-0.236263,1.000000
0.477321,-0.363486,1.000000
0.844757,0.768290,0.000000
0.239276,-0.114323,1.000000
-0.987065,0.208734,0.000000
0.447047,-0.366815,1.000000
0.003728,0.985665,0.000000
-0.218360,0.989673,0.000000
1.583344,-0.316767,1.000000
0.561994,-0.374915,1.000000
0.989102,0.271200,0.000000
1.993110,0.085247,1.000000
0.095529,0.079549,1.000000
-0.976090,0.057784,0.000000
-1.047049,0.067870,0.000000
0.109168,0.971088,0.000000
0.875850,0.440901,0.000000
-1.011832,0.368113,0.000000
-0.622490,0.690690,0.000000
0.432457,-0.338143,1.000000
-0.223215,0.904844,0.000000
-0.954245,0.307503,0.000000
-0.887752,0.373327,0.000000
1.434733,-0.416441,1.000000
-0.824957,0.590325,0.000000
-0.019485,0.917921,0.000000
0.481778,-0.349412,1.000000
0.914170,0.267328,0.000000
0.184459,0.996753,0.000000
2.023565,0.138496,1.000000
0.063212,0.279726,1.000000
-0.281625,1.111774,0.000000
0.730820,0.683481,0.000000
-0.720330,0.618014,0.000000
1.046853,0.311496,0.000000
0.966412,0.219771,0.000000
0.056067,0.312415,1.000000
0.716969,0.655515,0.000000
-0.906561,0.387587,0.000000
2.068182,0.349532,1.000000
0.406717,0.876238,0.000000
0.120210,0.431938,1.000000
0.009646,0.307476,1.000000
0.980766,0.318322,0.000000
-0.908338,0.326878,0.000000
0.043020,0.352200,1.000000
1.633966,-0.271360,1.000000
1.036153,0.094941,0.000000
0.084916,1.017190,0.000000
0.875779,0.473187,0.000000
0.965991,0.230907,0.000000
1.978467,0.091194,1.000000
0.869614,-0.495642,1.000000
1.011793,0.078128,0.000000
-1.040800,0.456766,0.000000
1.282341,-0.377021,1.000000
0.761234,0.569772,0.000000
0.067472,1.054936,0.000000
0.406743,-0.300543,1.000000
1.580804,-0.255076,1.000000
0.933169,0.410499,0.000000
1.733313,-0.125721,1.000000
1.986750,0.190070,1.000000
0.929070,0.300920,0.000000
0.993515,0.180250,0.000000
1.815944,-0.035311,1.000000
0.094437,1.012200,0.000000
1.005863,0.403370,0.000000
-0.239931,0.926214,0.000000
1.863405,0.354889,1.000000
0.148439,1.096605,0.000000
0.167995,1.069617,0.000000
-0.653797,0.769781,0.000000
0.897103,-0.530074,1.000000
-0.615898,0.767133,0.000000
-0.200161,0.923062,0.000000
0.886887,-0.487363,1.000000
1.164184,-0.415846,1.000000
-0.808120,0.605041,0.000000
1.384605,-0.450995,1.000000
-0.012413,0.134816,1.000000
1.869997,-0.105678,1.000000
-0.136819,0.943889,0.000000
0.911238,-0.524346,1.000000
0.617724,0.760494,0.000000
-0.828774,0.460071,0.000000
-0.524965,0.893505,0.000000
2.039162,0.422447,1.000000
0.984134,-0.495847,1.000000
1.306662,-0.433041,1.000000
-0.021438,0.239839,1.000000
0.158402,1.026233,0.000000
-1.033544,-0.020139,0.000000
-0.233501,0.967448,0.000000
0.512485,0.835637,0.000000
-0.334551,0.996892,0.000000
0.876599,-0.541054,1.000000
1.876055,0.026543,1.000000
0.567485,0.849545,0.000000
-1.021128,-0.055759,0.000000
-0.560719,0.945534,0.000000
-0.451715,0.942651,0.000000
-0.755532,0.539794,0.000000
-0.843612,0.359351,0.000000
0.566719,0.625384,0.000000
1.947278,0.250050,1.000000
0.764937,-0.489485,1.000000
-0.041433,0.546082,1.000000
0.072519,1.045169,0.000000
0.334218,-0.295467,1.000000
0.146565,-0.110791,1.000000
0.130558,0.444408,1.000000
0.784857,-0.560772,1.000000
1.311374,-0.403689,1.000000
-0.911406,0.329368,0.000000
0.732703,-0.460355,1.000000
-1.066808,0.143098,0.000000
1.106032,-0.531325,1.000000
0.079938,0.225141,1.000000
0.966978,0.486662,0.000000
-0.773270,0.657360,0.000000
-0.131670,0.957940,0.000000
0.851444,-0.496079,1.000000
-1.021787,0.113827,0.000000
1.695527,-0.124169,1.000000
0.083042,0.084871,1.000000
0.743820,0.628727,0.000000
0.168510,1.002212,0.000000
0.429857,0.834224,0.000000
1.785456,-0.209381,1.000000
0.957421,0.156667,0.000000
0.848944,-0.543321,1.000000
0.595894,-0.447164,1.000000
0.570456,-0.364684,1.000000
-0.362683,0.938978,0.000000
-0.248870,0.955030,0.000000
-0.652980,0.788361,0.000000
1.227849,-0.601794,1.000000
-0.710220,0.746920,0.000000
1.786320,-0.122135,1.000000
1.037620,0.080007,0.000000
1.104918,-0.564231,1.000000
0.405986,0.952649,0.000000
0.505528,0.910287,0.000000
0.866318,0.534029,0.000000
0.327257,-0.228466,1.000000
-0.522137,0.920028,0.000000
1.940742,0.152084,1.000000
0.190793,-0.041690,1.000000
1.976659,0.183867,1.000000
-0.802516,0.544010,0.000000
0.185615,-0.144821,1.000000
1.514178,-0.380056,1.000000
-0.249218,0.910992,0.000000
1.113037,-0.493267,1.000000
-0.332377,0.870948,0.000000
1.830791,-0.029950,1.000000
0.067150,0.046160,1.000000
0.003535,0.966876,0.000000
0.951269,-0.446132,1.000000
0.308451,0.938283,0.000000
-0.167071,1.007335,0.000000
-0.950166,0.194233,0.000000
1.820102,-0.107321,1.000000
0.347290,0.921286,0.000000
1.403827,-0.443822,1.000000
-0.066087,0.985528,0.000000
-0.654996,0.710395,0.000000
-0.838912,0.551142,0.000000
-0.931441,0.019870,0.000000
0.299091,-0.275185,1.000000
0.245237,-0.004392,1.000000
0.752942,-0.556962,1.000000
1.195529,-0.491998,1.000000
1.129304,-0.401829,1.000000
0.162815,-0.011162,1.000000
0.002463,1.069410,0.000000
0.269116,-0.068209,1.000000
-1.079039,0.358663,0.000000
1.510786,-0.303341,1.000000
-0.916410,0.368538,0.000000
-0.024700,0.989793,0.000000
1.541837,-0.367461,1.000000
0.038366,0.055953,1.000000
1.728439,-0.149600,1.000000
1.033273,-0.604082,1.000000
0.037770,-0.009514,1.000000
0.779174,-0.432685,1.000000
0.070608,0.004769,1.000000
1.255694,-0.507591,1.000000
0.545907,-0.366659,1.000000
0.170758,0.990105,0.000000
-0.622523,0.819165,0.000000
0.242786,-0.156037,1.000000
1.720394,-0.264768,1.000000
2.019468,0.323990,1.000000
1.953529,0.269642,1.000000
1.589828,-0.266022,1.000000
-0.974866,0.125509,0.000000
0.313402,-0.073175,1.000000
-0.472557,0.792927,0.000000
-0.136102,0.989342,0.000000
-0.796748,0.657282,0.000000
0.074003,0.433416,1.000000
-0.983739,0.269129,0.000000
0.044882,0.957023,0.000000
0.026514,0.996841,0.000000
0.709129,-0.458726,1.000000
-0.995968,0.358959,0.000000
1.328271,-0.435303,1.000000
1.307635,-0.458032,1.000000
-0.029373,1.051026,0.000000
0.103495,0.115763,1.000000
1.471643,-0.294980,1.000000
0.239476,1.007622,0.000000
0.998338,-0.495208,1.000000
0.383388,-0.334943,1.000000
-0.130263,0.946738,0.000000
1.845163,-0.090320,1.000000
0.859569,0.519129,0.000000
1.879282,0.055363,1.000000
0.655057,0.763155,0.000000
0.163796,0.112725,1.000000
0.438885,0.847614,0.000000
-1.008516,0.058459,0.000000
-0.749943,0.721486,0.000000
1.095978,-0.484769,1.000000
-0.362346,0.894934,0.000000
0.929290,0.130880,0.000000
0.942595,0.461215,0.000000
0.964178,0.314734,0.000000
-0.505456,0.888545,0.000000
-0.253776,0.973645,0.000000
1.393191,-0.493360,1.000000
0.516093,-0.347957,1.000000
-0.881416,0.323121,0.000000
0.358013,0.870284,0.000000
0.804473,0.658262,0.000000
-1.020690,0.157163,0.000000
2.005331,0.340766,1.000000
1.019929,-0.516756,1.000000
-0.717237,0.752373,0.000000
0.927337,0.448060,0.000000
1.960905,0.519393,1.000000
1.573740,-0.298288,1.000000
-0.914569,0.644502,0.000000
0.019614,0.114853,1.000000
-0.006660,0.390222,1.000000
1.437165,-0.388980,1.000000
0.966228,0.097307,0.000000
-0.005217,0.357308,1.000000
1.728719,-0.069658,1.000000
0.229875,0.968425,0.000000
-0.935958,0.236364,0.000000
1.679235,-0.358650,1.000000
-0.883787,0.436706,0.000000
-0.559552,0.773887,0.000000
0.281301,1.025565,0.000000
0.197904,0.031651,1.000000
-0.862401,0.458237,0.000000
0.702002,0.698248,0.000000
0.755647,0.554359,0.000000
0.978769,0.359824,0.000000
0.074071,0.291734,1.000000
0.366667,-0.381097,1.000000
-0.768943,0.607216,0.000000
1.789721,-0.133662,1.000000
0.953065,0.378119,0.000000
1.658512,-0.235052,1.000000
-0.952807,0.228834,0.000000
0.015261,0.400272,1.000000
0.138650,0.104117,1.000000
-0.349888,0.879883,0.000000
1.702702,-0.245182,1.000000
-0.174546,1.060458,0.000000
0.793616,0.681858,0.000000
-0.045479,1.044992,0.000000
0.074283,0.977823,0.000000
1.940519,0.112535,1.000000
1.023470,0.119526,0.000000
0.397413,-0.322641,1.000000
1.833049,0.121173,1.000000
0.666838,0.877248,0.000000
0.183689,-0.127806,1.000000
0.963825,0.105121,0.000000
-0.362937,0.901064,0.000000
0.931895,0.469784,0.000000
1.125967,-0.460516,1.000000
1.925912,0.197786,1.000000
1.399496,-0.288734,1.000000
-0.935042,0.408261,0.000000
0.144629,0.065044,1.000000
1.747999,-0.209245,1.000000
1.599986,-0.332843,1.000000
0.510700,-0.504387,1.000000
-1.011056,0.194412,0.000000
-0.886669,0.574869,0.000000
-0.810005,0.513834,0.000000
0.168423,-0.153977,1.000000
1.827669,-0.012555,1.000000
-0.044614,0.480408,1.000000
2.070888,0.279371,1.000000
2.077164,0.380952,1.000000
0.228778,-0.155641,1.000000
0.652089,-0.533915,1.000000
0.114434,0.339450,1.000000
-0.892470,0.541631,0.000000
-0.422752,0.880848,0.000000
0.760475,0.483411,0.000000
-0.822047,0.363360,0.000000
1.319978,-0.501884,1.000000
-0.706111,0.683283,0.000000
0.227400,-0.242759,1.000000
0.076667,0.306415,1.000000
0.268745,0.862193,0.000000
0.819994,0.668475,0.000000
1.236665,-0.491373,1.000000
1.079121,0.128006,0.000000
1.727907,-0.190743,1.000000
1.984545,0.263271,1.000000
0.783715,0.552753,0.000000
1.618201,-0.307890,1.000000
0.508366,0.723728,0.000000
-0.927049,0.552234,0.000000
0.803316,0.430586,0.000000
-0.039857,0.341306,1.000000
1.618191,-0.282499,1.000000
0.873241,-0.515619,1.000000
0.374152,0.936194,0.000000
0.607188,-0.462308,1.000000
1.944095,0.187643,1.000000
0.801581,0.618350,0.000000
0.616236,-0.417579,1.000000
0.046461,0.331333,1.000000
-0.969613,0.150281,0.000000
0.894032,0.210458,0.000000
0.334969,-0.286792,1.000000
0.484533,0.875908,0.000000
1.143959,-0.512973,1.000000
0.056930,0.174601,1.000000
-0.454926,0.859082,0.000000
0.428188,-0.295138,1.000000
1.980125,0.459206,1.000000
-0.070594,0.926085,0.000000
0.294852,-0.222310,1.000000
2.029984,0.363987,1.000000
0.399345,-0.372540,1.000000
-0.943958,0.187935,0.000000
0.761597,0.628075,0.000000
0.795991,-0.473888,1.000000
0.870990,0.624712,0.000000
2.013507,-0.014648,1.000000
-0.666253,0.819785,0.000000
1.655926,-0.156466,1.000000
-0.645673,0.703008,0.000000
2.008255,0.553198,1.000000
-0.722864,0.767964,0.000000
-0.525948,0.865487,0.000000
0.683123,0.644090,0.000000
0.752280,0.564500,0.000000
0.644134,-0.482370,1.000000
-0.881981,0.189624,0.000000
0.003208,0.513252,1.000000
0.923658,0.270038,0.000000
0.263773,-0.135832,1.000000
1.822400,0.019637,1.000000
-0.416606,0.921101,0.000000
0.024262,0.133038,1.000000
1.732271,-0.122792,1.000000
-0.751181,0.708003,0.000000
1.155940,-0.605083,1.000000
0.155967,0.096224,1.000000
1.533134,-0.363225,1.000000
0.559980,-0.398181,1.000000
0.040885,0.399110,1.000000
0.271849,-0.092709,1.000000
-0.347077,0.899689,0.000000
-0.034702,1.020470,0.000000
-0.276710,0.973115,0.000000
0.777295,-0.459329,1.000000
0.259101,0.936174,0.000000
0.993603,-0.517528,1.000000
0.579079,0.795537,0.000000
1.841788,-0.041416,1.000000
0.432569,-0.378634,1.000000
-0.970395,0.465012,0.000000
1.887214,0.103749,1.000000
0.022403,0.964481,0.000000
2.083614,0.546147,1.000000
0.874922,0.150961,0.000000
-0.666040,0.669875,0.000000
0.542444,0.832993,0.000000
0.239754,0.985462,0.000000
0.072145,0.184834,1.000000
0.590273,-0.365577,1.000000
1.619465,-0.283658,1.000000
0.228960,1.063974,0.000000
